rating,review
5.0,The way you packing are not right. You should pack such packs so that the goods are not visible out.
5.0,I ordered XS size but I have M size so i am disappointed.. but product is very good👍
5.0,"I am so glad 😊 Thanks a lot,It was an amazing kurta and the fabric has fine quality.."
5.0,Size and cloth of the dress is extradinary but the dress is little bit tradperency
5.0,"Quality good, colour good Although it is XXL but,the fitting is like XL that is the problem😔"
5.0,Very worth this amount and I like you so much super colour top nice cloth thank you meesho
5.0,Very good product hai size bhi good hai and colour bhi acha hai sab kuch acha hai ☺️
5.0,Yah mujhe pasand nahin Hai Main isko to Tum karna chahta hun per net current hai
5.0,Cloth colour chala bagunaye but s size kuda chala pedhaga vachindhi but kk
5.0,I soo happy to see because i never think about this product is too good thnx meesho
5.0,Keeeantttttt vadiya sir ji.jet black.sarya nu kurti bohat pasandh ayi ji.Thanx meesho.
5.0,It's very nice the fabric was good size and fit was also good according to prize it's worth it 😁
5.0,Colour very good 👍 fabric excellent 👌 size is very bad xxl ka tagg laga hai but o L size hai
5.0,Acha h kpda ptla h delivery bhut hi late kiye. Kpde ka colour nikal rha h wash krne par
5.0,Quality Colour Size And Praise Very Good 👍 Koi Bhi Le sakta Hai Bina Soche Product Gjb hai
5.0,Colour fading after 1 wash Meterial quality is ok ok type according to price
5.0,Items born I want your hands in short hands full hands with maintenance thank you all of you
5.0,I can't describe how beautiful the kurti is & if you are hesitating just don't and go for it!!!!!
5.0,I was tooo nyc seriously I don't believe that online shopping is such a great party
5.0,"The fabric was good , it fits, little bit transparent at the bottom and over all nice 😊👌👍"
5.0,Same to same recive huva he... Or delivery boy bhi aache the Thank you messho
5.0,Kapra bohat hi accha ha but bazuu chota ha rate ka hesab sa kapra bohat hi accha ha thanks meesho
5.0,Nice cloth very good and colour is pure black colour wow nice thank you meesho 👍🥰🤩 Vera level
5.0,I found this kurti very good the design is same as it was shown in the picture.nice
5.0,A very nice dress for this price go for it kindly go for the next size hip will be tight
5.0,Very nice kurti daily wearing super. product thankyou Meesho my rating10/10
5.0,According to its price I was expecting this may be cheap in quality but very comfortable
5.0,Really good quality ar fitting tau sundor esecha jamon dekhechilam tamoni esecha ❤
5.0,The product is great and nice and the size is good and it is very comfortable thank you meesho
5.0,"This kurti is so well don't think just. Buy it, you will never regret after buy this trust me 💞👍"
5.0,"I like this kurti ,fabric is very good 👍 don't think , just go for it , thank you meesho 🥰"
5.0,This product is very nice and I liked this product thank you so much meesho
5.0,Very nice clothes and very beautiful Jhesi dhikayi h same whesi hii aai h 😊
5.0,Plazo nhi aaya only kurti thi Kpde ki quality aoswm thi But mujhe plazo bhi chiye tha
5.0,Thanks meesho mein pheli bar hi mangwaya h bhut acha aaya h mera suit thanks 😍
5.0,Good product but delivery charges heavy ... 165₹ that top total amnt will 230 hands also small
5.0,Very good fabric thank u meesho it will be very comfortable to wear in summer
5.0,Bazu thoda bda hota to aur bhi accha hota but stiching is very nice. Thanku messho
5.0,Really I loved this product 🥰. Quality of the cloth is so good. Tq so much meesho 😊
5.0,According to price very nice dress..... material quality was also too good Go for it ..
5.0,Good cloth n material will shrink after one wash so better to take little bigger
5.0,Wow nice bohot he acha hi Mane nahi socha tha itna acha hoga PR bohat hi acha hi
5.0,"Wow nice dress, quality and so good , Size is to lose so I need exchange, others wise very very good"
5.0,Looking like aa osam I am very happy bcz Kurti is so beautifull Thank uhh meshoo?
5.0,It's very nice product please buy everyone clothes are good thank you meesho
5.0,Size is not comfortable. But Color and fabric is good
5.0,Achha hai 🤗lekin size mein bohot jyada bada hai aur fitting bhi nahi hai ☹️
5.0,It's a good kurti but... In one wash it's fabric was totally not good
5.0,Very good quality and i love this cloth but not plazo
5.0,Said Is Problem Full Cross Cutting Its Very Bad Its Shoung Full Said dresh Only I dont Like That Plz Riyun yourr Project Plz ☹️
5.0,Nice top.... Cloth is so good worth for it...... Thank u meesho so
5.0,Same size same colour I am satisfied Thank you meesho
5.0,Very transparent cloth ... Last time I ordered red color kurti it's very nice... But it's very transparent cloth..
5.0,Sizes given are incorrect.xl size is equal to medium.order accordingly.
5.0,Tq so much is baar mst sut mila h mere ko ..I like products ✨️
5.0,This suit is very nice and their fabric also good 👍😊
5.0,The colour is very good n the material is also very good
5.0,Very soft and smooth. Very very very very nice 👍. Can buy it👍👍👍👍
5.0,SAME AS IT LOOKS WITH COMFORT FITTING AND GOOD QUALITY FABRICS .
5.0,Very nice and comfortable kurti i love the fitting
5.0,Very vary beautiful and good size and good colar 👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌
5.0,Jaisa dikhta hai waisa hi dete bhi h thank you meesho
5.0,Nice kirti jesa dikhaya hai besa hi aya hai thanks meesho
5.0,The quality of the product is very good and it's so affordable.
5.0,Mera phla persol tha meesho se our bahut hi samandar thanku messho
5.0,That was a amazing product ialso love this product thank you messo
5.0,Thoda patla hai par Bahut achha hai I love it thanks meesho
3.0,Exellent quality ..accurate fitting .thnku meesho for gud product
3.0,"Nice top and fabric is very good 😊👍 thank you meshoo,😊😊😊"
3.0,It's so beautiful. Just go for it without any doubt.
3.0,First time order kari thi itna accha kapda aya hai Thanku so much meesho
2.0,Bahut acha he size bhi pesoke hijab se best he. Bahut
5.0,"Is really very good ,it is good for the price given"
5.0,Bilkul jaisa dikhaya hai vaisa hi aya hai aap le sakte hai 👌👌
2.0,Kurti is very nice please support my YouTube channel @nancy_sketch
5.0,Soft fabric h bahot achha h comfortable thanks meesho
5.0,delivery boy home delivery Nahin deta 3km dur Bolata Hai ...🥹
5.0,bhai sahab Veri good product Achcha hai Le lo le lo bahut Achcha hai
5.0,Veryyyyy nicee product meesho........ Thankyou so much
5.0,Very nice 🙂🙂 price v bhut shi h or quality v thank you meeso ...❤️❤️❤️
5.0,bahut Achcha hai kapda bhi bahut achcha Laga first time thank you mesho
5.0,Very good product and rayon material is smooth and comfortable
5.0,Mujhe yah Pasand Nahin Aaya Hamare Wapas kar raha hun
5.0,Pese jyada le gya dilewri boy 225 ki jgh 245 le gya
5.0,Sleeves are short otherwise good in everything
5.0,Nice kurti bs kapda patla hai..waki sab thik h ... very nice kurta ..🥰👍
5.0,Price ke according bahut aacha hai ghar me use karne ke liye
5.0,Very good product.size and colour and fabric is good
5.0,to much good quality thanks messo for the product
5.0,Bahut bahut acha kapara hai aur fabric bhi bhut acha hai
5.0,Dress design dipen rate ok bu dress quality loww
5.0,Thanks meesho nice product I am very happy with meesho
5.0,Kurti to must hai pr price Jada le liya lag ra hai otherwise ok
5.0,Good quality nice fabric I am happy thanks meesho
5.0,Its Good But Sizes Issue So I Will Exchange Thank U Meeso
5.0,Size thoda badda hay colour bohut accha hayy nice thank you messo 👌🏻👍🏻❤️
5.0,Bahut hi sundar jaisa dikhaya hai wease hi aaya hai Thankyou meesho
5.0,Is dress main plazo nhi aaya mera sirf kurti aayi hai
5.0,size thoda Bada Ho Gaya Hai Baki Kapda vagaira sab theek hai
5.0,The fabric was little thin...otherwise according to price it worth...♥️✨
5.0,Dress to achiii aai hai but price order karne ke baad badha diye the
5.0,The product is very good I love it thank you meesho.
5.0,The pure black colour I expected was the same delivered
5.0,Bahut achha kapda quality bhi achhi h customer is happy 😊
5.0,Still delivery is too late but finally I'm happy with this product
5.0,Very helpful and amazing product 💗✨🫠but the fabric is ok ok 👍
5.0,Good product wish man communication is very good
5.0,Quality is good # very nice colour every comfortable
5.0,"Worth it, super quality, fabric was very good, I luv it"
5.0,Fibre is very comfortable.... colour and pattern as very good .....
5.0,According price the fabric colour material all are good
5.0,Super colour badiya hai 👌 fabric bhi thik hai thank you meesho 🤗👌☺️
5.0,Kapda bhi bahut sahi hai aur fitting bhi sahi hai
5.0,Thanks meesho itne kam value me itna achha kapra Dene ke liye.
5.0,Very good quality and product ... everything is💯 perfect .. thank you meesho
5.0,Bhaut mast kapda hai pura purchase karne layak hai
5.0,Kurti colour is good and fabric is also good 😊 no defect item
5.0,Fabric is excellent but size is too tight according to Xxl size
5.0,It was nice .....but the colour was not that much bright
5.0,Kurti acha ha but is ta dam Jada Paisa Jada laleya
5.0,So good fitting and colour also bright with good quality
5.0,"Size is correct,but the bottom of the pant is tite"
5.0,Very comfortable and nice dress thank you meesho
5.0,I love the color and design on neck wow it's amazing
5.0,Very good product fitting is very good love this product...
5.0,In this price very pretty kurti 😍I m happy to buy it ♥️
5.0,Quality 10/10 Colour is good Fitting is excellent 👌
5.0,Beautiful fabric and mast colour and comfortable
5.0,This product was very beutiful. Fantastic 👍👍👌👌 Thank you so much meesho
5.0,This is very good product in this price thank you messho ❤️🥰
5.0,Na expect pannala evvalo azhaga varumnu thank you meesho
5.0,I like very very much size is too good fabric is too good
5.0,Which clothes I bought from you ithis was really very amazing
5.0,Nice product 👍👍👌 thank you for meesho and I'm so happy 😊
5.0,Nice kurtha. White Embroidery in black looking elegant.
5.0,so worth it for the price absolutely in love with it
5.0,Awesome kurti...you can buy without hesitation... Worth it
5.0,Protect nice but Kai kattaiya iruku not satisfied 😡
5.0,"Fabric is very good and very comfortable kurti,really loved it..💙👍"
5.0,Very good product.. Quality is good and i love it ... Must buy!! Worthy
5.0,Yeh earbuds personally mujhe bhut acche lagege
5.0,Bahut ho aachi quality hai Or Kurti bhi aachi h 😊 thanku mesho
5.0,Achi h pr size thoda tight hora h. Exchange krvai h
5.0,This kurti febric nd design are osm in this prise.
5.0,"Poor quality of cloth, after wash is lost its cloth look"
5.0,"Very nice fabric, color, size everything is perfect"
5.0,Very good quality and so nice the best choice thank you
5.0,Very nice product i am very satisfied i am soo happy 😊😊😊
5.0,Muso black Colour haai patlaa kpda hai baki sb thik hai
5.0,Very nice.good quality and Sahi bhi theek hai thanks messho
5.0,Very happy 😊 the dress fits correctly thanks meesho
5.0,Best kurti hai Kapadia bhi Acha Hai aap bhi try karna
5.0,It's really good product and its fit to me i love it
5.0,Wow just wow 🤩I gifted it for my cousin and she loved it ❤girls go for it 💜
5.0,"Fabulous kurti .. fiting was good , fabric is superb"
5.0,Size and fitting was good but cloth material is little bit transparent
5.0,Good product fantastic worth it buyin better buy it
5.0,Just so beautiful kurti i love it so much thank u misho 😊
5.0,Super product 👌I am full happy according to the price is good .
5.0,"Very good product...jaisa dikhaya vaisa hi aaya he .nice quality also,👍🥰"
5.0,Product was very good just same as what we see in the photos.
5.0,Good Quality cloth satisfied in budget friendly Thnx to meesho
5.0,Mugi laga yeh blue ha Mugi black nhi chaye tha but ab rkh ly
5.0,What a mind blowing product is it. I really helpful thanks meesho
5.0,Kurti achi h but dhone ke baad kapda chota ho jata h..👀👍 Vese Achii h..👀
5.0,Jesa dekha tha wese hi mila h. Quality is very good I am so happy 😊
5.0,Very nice satisfied Quality good Also looks great
5.0,Pehla order itnaa accha Mila mujhe I am very impressed
5.0,Very wonderful product I love it material also good
5.0,"Excellent quality Worth of money Correct size, color"
5.0,"Nice quality, fitting are perfect, love this product ❤️"
5.0,There is no pant for this kurti I want the plazo pant
5.0,Quality bahat acha hai or material bhi bahat acha hai
5.0,Very nice I like the fabric but it shrinks after washing
5.0,Bohot acchiii kurti hai but usme price wrong hai
5.0,Soft and comfortable fabric and colour also Good 👌loved the kurti 😍
5.0,Love this ❤️ best kurthi I have is this one ..and this is my favourite 🤍
5.0,Everything was good but the material is very thin
5.0,Very beautiful n stylish...sae as shown in the app....happy
5.0,Very good quality product. The material is very soft for skin and comfy.
5.0,Expectation se bohat accha aur size bhi perfect hai tx mishoo
5.0,Photo mein kurti ki ful Baju dikha rakhi hai per I half Baju hai
5.0,Paisa ke hisab se product bahut Sundar Hai beautiful
5.0,Good product very much satisfied true to picture
5.0,Super product why the take you additional charges
5.0,Very nice quality... I love it very much❤thanku meesho💃🏻
5.0,Thank you so much meesho it is very good product and quality 💖💖💖
5.0,This kurti is ossam it's very nice ☺️...I am really very happy
5.0,"Not any defects in product, all good, keep shopping on meesho,"
5.0,Really a nice product and I am hole heartedly satisfied. 🥰
5.0,Kurti is very good quality is also too good same as shown in picture 😀🖼️
5.0,Bhut sundar h kapda bhi bhut acha h thanku messho
5.0,Bohot acha suit aya h jesa socha tha usee bhi so good love it..❤️🤌🏻
5.0,Fitting is good and Febrics also good thankyou meesho
5.0,Nice looking Intelligent Very good Excellent Wow
5.0,Fabulous product and I really liked this product .
5.0,Nice nice nice nice nice nice nice nice nice nice nice nice nice
5.0,Very good 👍🏽 nice quality 💯 I like it messho really good 😊
5.0,Bahut ache hai or perfect kurti aaye hai hai thank u meesho
5.0,Best purchase till date !! Beautiful kurti …..go for it !!🖤
5.0,Bhut achi hey product lekin hat ki kapra thodi short hey
5.0,Very beautiful ❤️ I like it...thkns meesho it was very comfortable to wear 💕🦋
5.0,Nice product but quality should be increased little bit transperant.
5.0,You guys can order this I ordered and this kurti was amazing.....I love it
5.0,More money u have taken 136 extra charge why but quality is good
5.0,Paisa wasool product.. I'm so happy.. Thank you meesho
5.0,Super product so fast delivery thankyou meesho
5.0,This product is to Good I am so Happy Thank you meesho ❣️
5.0,Bouth ashi kurti h ..I like it ❤️ Jasa dakha raha h uss sa b asha ❤️
5.0,This dress was sooo beautiful To be Frank it was so worth it
5.0,Nice product quality is also good please must buy ❤️
5.0,Such a good product.... Good Material....... Thanks for Messho....
5.0,Very nice .. Maine jaisa order kiya tha vaise hi aaya ☺️☺️
5.0,Really very awesome 👍 thank you so much for this wonderful kurti meesho
5.0,
5.0,Good
5.0,Product different hai Mera return mujhe vapis kare please
5.0,Size bada he or long v esi liye return karna pada raha hai
5.0,Light fabric little bit transparent otherwise looking good after wearing
5.0,Kurti ki quality bhut achi h Thanks for meesho......💯
5.0,Acchi quality hai le sakte hain
5.0,Nyc fabric good quality 👍
5.0,Thankyou but very beautiful ❤️
5.0,Paise Ke hisab se okay okay hai 🤔👎👎
5.0,Very nice n suitable product.
5.0,Most beautiful fabric and to this clothe
5.0,This product is awesome👍
5.0,Good quality at this reasonable price
5.0,Odr is the super qolitly
5.0,"Amazing ,,,,I want all colours....."
5.0,Very Very nice Plz go for it
5.0,Very good fabric and quality
5.0,Delivered verrrrry late.
5.0,Very nice
5.0,395010
5.0,The product was good except for the size. Even after buying size XL it was tight. I think we should go one size bigger
4.0,aapane Khali suit Kyon bheja
4.0,"Price 223, Extra money 7 rupee"
2.0,
2.0,Very good
2.0,Very Nice
5.0,Nice dress quality 😍
5.0,👍🏻acha hai
5.0,Very bad
5.0,పల్చన cloth నాచు కలర్ petanu కలర్ కూడా change black vachindhi😔😔
5.0,Completely different product.
5.0,Achcha hai per Mujhe Pasand Nahin Aaya
5.0,Correct size aya hai cloth thoda thin hai
5.0,my product return you Flipkart
5.0,Correct size and nice clothes
5.0,Humko yah achcha nahin lag raha hai
5.0,Iska kapda thoda halka leg raha h
5.0,quality issue Coler different
5.0,Size ok material is good 👌👍
5.0,Meri kurti ke sath palazoo nahi aaya hai
3.0,Superb quality verry good product 👌👌
3.0,White stain at top😮‍💨 disappointed ...
4.0,Product ok but dress stained💔
3.0,Product is very damaged
3.0,It's fabric so thin (otherwise it's good
4.0,Point not available in this dress
4.0,Nice but lil transparent
4.0,Super quality and beautiful top.. I loved it
3.0,Aapka owdar bhaut aacha hi
3.0,your work is shining like a diamond
3.0,Super i like it... Tqs meesho
3.0,"It is a very good product, buy it from everyone"
2.0,The colour size fit everything is good
3.0,Nice product but arms are of short size
3.0,So nice Colt thank you meedh
3.0,According price to good 👍
3.0,kurti ekadam bekar Hai bed quality
3.0,Bahut hi aacha fabric Kurti Hai good
3.0,
3.0,
3.0,Mast h
3.0,Nice
3.0,Good 👍
3.0,Bot sohna aa jii
3.0,Good
3.0,Good
3.0,Good
3.0,
3.0,Good
5.0,Nice 💟
5.0,Sleeve only half length Iwant to return pl help... Very transparent. ..
5.0,"Case payment charge extra.,.we don't have online payment options"
5.0,Ok ok
5.0,Good 💯😊
5.0,Good quality
5.0,Is ok but not entrast
5.0,Good product
5.0,Good
5.0,Theek hai
5.0,Nice product
4.0,Nice 🙂👍
4.0,Nice
4.0,Love it 😻
4.0,
4.0,Nice product 😃
4.0,Khup chan
4.0,this is really wow
4.0,Wonderful 😊
4.0,Nice
4.0,
4.0,Nice and super
4.0,
3.0,
3.0,
3.0,
4.0,Good
4.0,Very nice 👍🏻
4.0,
4.0,
4.0,Khub sundor
4.0,
4.0,It's very nice kurti 🌼🌸
4.0,
4.0,
4.0,খুব সুন্দর😍😍😍
4.0,Fit is very good.
4.0,Awesome 3xxx
4.0,🥰🥰
4.0,अच्छा है
4.0,very good
4.0,Go for it
4.0,Nice
4.0,Good
4.0,Nice
4.0,Sobor
4.0,Nice
4.0,Good
4.0,Acha hai
4.0,Perfact feeting😺
4.0,Good
4.0,Nice product
4.0,Good but lenth km hai
4.0,Thik hi
4.0,
4.0,Best
4.0,Nice
4.0,சிறப்பாக உள்ளது
4.0,Gud product🐾
4.0,
4.0,Good fabric worth it
4.0,Nice product
4.0,
4.0,
4.0,Sleeves are short
4.0,Good
4.0,
4.0,
4.0,Paravaledhu
4.0,Not so good not so bad
4.0,Nice dress. .good fabric. ..
4.0,Very nice
4.0,
4.0,Perfect 🥰
4.0,Thik
4.0,Thik hai
4.0,Very nice 👍
4.0,খুব সুন্দর কুর্তি
4.0,Good
4.0,
4.0,Super 👌
4.0,So nice kurti ❣️ like it
4.0,
4.0,Good
4.0,Good
4.0,"Thanku meesho,🙏❤️"
4.0,Nice👍😊
4.0,Good 👍
4.0,Super
4.0,
4.0,Nice
4.0,Good
4.0,🤗🤗🤗🤗👍👍👍
4.0,Good product 👌 wow 👌
4.0,Good
4.0,
4.0,
4.0,Worth it bro
4.0,Very nice
4.0,Nice
4.0,Good😊
4.0,Tk
4.0,Good 👍
4.0,Nice Kurti
4.0,Good
4.0,Veryy verry mast
4.0,Best
4.0,
4.0,👌👌
4.0,
4.0,Good
4.0,Super 😍
4.0,Very nice 👍
4.0,Good
4.0,Nice
4.0,Accha h
4.0,Good
4.0,Very nice
4.0,Good
4.0,Wow Tnq misho💓
4.0,Nice
4.0,Nise
4.0,Worth for money 😇
4.0,Good
4.0,Very nice
4.0,Super quality
4.0,Good
4.0,Mst h
4.0,👌👌👌👌👌
4.0,Awesome product
4.0,Love this product
4.0,😍😍 good product
4.0,Super
4.0,Nice kurti.
4.0,Good
4.0,Nice 🥳🥳🥳thanks misho 👍👍👍
4.0,Good
4.0,good
4.0,Very nice
4.0,Good quality
4.0,Good prudoct
4.0,Average
4.0,Good
4.0,"I love it,thank u meesho"
4.0,Gud
4.0,Nice 🙂
4.0,Good
4.0,Product is good
4.0,Good
4.0,Tilti
4.0,Mast
4.0,Nice
4.0,Good
4.0,Nice
4.0,Nice hai but kadai thodi chub rahi hai
4.0,products abhi use nahin kiya hai
4.0,Very nice 💯 mujhe bahut bahut jyada pasand aaya
4.0,Thank you meesho nice kurthi
4.0,Very Good The Price this product
4.0,Very very very very good 😍
4.0,Very nice but fiting is not good
4.0,Kurti set bahut pasand hai
4.0,Value for money. And good quality cloth
4.0,Jaisa dekhe waisa hi aaya hai thanks
4.0,Wonderful suit 😍😊 thanku meesho 😃😘
4.0,😍Lovely kurti good product aap le sakte 🥰
4.0,Look like a wow this product🥰
4.0,Good product for daily use
4.0,Comfort size .Worth of money .really nice
4.0,Very very very very good
4.0,Good quality worth product
4.0,bahut acha aya hi.... thanqu so much..🙏🙏
4.0,So so goooooodddddddyyyy
4.0,Good quality bas selvs bohat short hai
4.0,Delevery boy achha adami tha
4.0,bahut Achcha Kapda Aata Hai
5.0,Bahut acchi hai kurti hai
5.0,order Kyon Nahin ho raha hai
5.0,Awesome kurthi like it thank uu so much 🥰😍😊
5.0,This product is very good 👍
5.0,I like it ❤️ thank you Mishoo
5.0,Nice dress 🥰 thank you Meesho
5.0,Nice fabric and nice quality ☺️☺️ thanks meesho👍🏻☺️
5.0,Nice dress thank you meesho
5.0,Naic par sirfh kurti ayi he only one
5.0,service bahut acchi hai
5.0,Wow nice product recived
5.0,Nice colour nice fabric
5.0,Very nice and comfortable
5.0,Quality is the best quality
5.0,Very good and beautiful ❤️
5.0,Very nice thanks meesho
5.0,Good product thanks you meesho 😊
5.0,Super quality and size super color amazing
5.0,Nice dress Thank you so much meesho
5.0,Really i like this kurti
5.0,Very nice beautiful kurti
5.0,So nice and quality is very good product
5.0,Bahut acha h size and cloth bhi
5.0,Very nice bhoot hi accha hai I like this 🥰😍
5.0,This product is very good and look is nice
5.0,Very beautiful top he thank you so much
5.0,Sleeves are very short Otherwise product was good
5.0,Khali kurti h pent ya plazo bhi hota to prize thik tha
5.0,Kurti looks very nice.febric quality is so so.worth for money
5.0,Nice dress worth for the price
5.0,Very Good Top is excellent 👌😊
5.0,Kapda achha nhi h baji sb achha hai
5.0,Very good Very nice product
5.0,Nice product thanks mesho
5.0,Not fit but comfortable
5.0,"Nice kurti, but little bit tight near hip"
5.0,Nice dress it was perfect for me🙂
5.0,I want many collections
5.0,Good but delivered in fast moment
5.0,Prize ke according thik Tak hai
5.0,Very nice kurti Keep it up shopping
5.0,Beautiful febric nd kurta
5.0,Fabric is good.... worth piece
5.0,Good but itna bhi acha nhi aaya hh
5.0,Amazing clothes at a reasonable price
5.0,Best dress best colour wow😍😍😍😍😍😍😍😍😍😍
5.0,Fabric sahi h but fiting achi h
5.0,Oko ok thik hi he but jayada accha nhi he 😏
4.0,Good colour and good fabric
4.0,V nice nd fabric is also good quality 👍👍👍👍
4.0,Satisfied with misheo firsttime
5.0,Very comfortable product
5.0,Bhot sunder h very nice thanks mesho
5.0,Good product... thank you so much😊
5.0,Meesho aap bahot accha hai
5.0,bahut pyari aapki home delivery
5.0,Kam paise mein sabse achcha kapda
5.0,Khup chan aahe thanks mesho
5.0,Very nice product ❤I love it ❤
5.0,Good in fabric.tq for Meesho
5.0,Fabric is very good 😊 same aya he
5.0,Bahut badhiya hai thanks for mesho
5.0,So beautiful I really like thnxs meesho
5.0,Very good but size ek number bara lein
5.0,Such a beautiful product
5.0,Nice dress worth the money
5.0,Very nice cloth I am happy for this 😁 tqq meesho
5.0,Very Nice Ji I Really like it
5.0,Beautiful dress thx meesho
5.0,Very good quality fabric n in size
5.0,A very very good product
5.0,It is best suit in this price
5.0,"[5/28, 6:10 AM] Doon: Good morning 🌄 [5/28, 6:10 AM] Doon: Ji"
5.0,Accha hai jesa dikhaya vesa hi hai thnks misho
5.0,Loved it amazing thread work must buy
5.0,Achha h try krke pata chale
5.0,I like it maine socha nhi tha itna accha aayega
5.0,Cloth so soft and tq so much
5.0,Very good product in cheap price
5.0,But I received only kurta
5.0,It is very nice I like it soo much TQ ❤️
5.0,Thank uu meesho.. Afforadable item and price
5.0,I am very happy tqqqq meesho🤩
5.0,very nice dress perfect size
5.0,Bahut hi acchi kurti hai
5.0,Nice kurti thanks meesho
5.0,Very nice but thoda size kam sahi h
5.0,Good product thanku so much ♥️
5.0,Prize k hisap se mast hai
5.0,Too good and Most recommended
5.0,This product is super but cloth was not good
5.0,Bahut accha aaya hai thank you meesho
5.0,very good bahut Achcha hai
5.0,Suit bhot hi aacha tha or mujhe psand bhi aaya ☺️☺️
5.0,Good fabric. Good product
5.0,Bhut acha hai aap bhi le skte ho thanks
5.0,Product is very nice and beautiful
5.0,Cancel black colour suit
5.0,Nice dressvery very nice dress
5.0,Bahut achha hai 👍 thank you meesho ❤️
5.0,Very good product good delivery
5.0,Beautiful nice product
5.0,Decent purchase in this price range
5.0,Very nice product thanks
5.0,Product acha hai but late delivery 🚚
5.0,A very good product from meesho
5.0,"A good fabric material kurti , worth it"
5.0,Very very nice ☺️ TQ meesho
5.0,the product was beautiful
5.0,Girls go for it.. Must buy it.. Worth for money
5.0,sunilsoni92722@gmail.com
5.0,Very good quality product
5.0,Very very very very good product 😃
5.0,Excellent and size perfect 😀👍
5.0,kurti bahut acchi hai aapko
5.0,The material is so nice I love it
5.0,Very nice it was just looking like wow
5.0,Nice dress bt it would b transparent in a light
5.0,Soft dress Comfortable And nice fabric
5.0,Hamara order damage ho chuka hai
5.0,It is lightly transparent
5.0,Good and comfortable to wear 😊😊😊 Thank you messho
5.0,Quality and nice product 👍🏻💗
5.0,Super very good material
5.0,Rate according it's valid for money
5.0,Material is good but delivery issue
5.0,Very good dress thank u meesho for this ❤
5.0,Nice product and good quality thankiu meesho ❤❤
5.0,Super super thank you so much 🥰 meesho
5.0,Bahut hi accha aaya thanks meesho 😊
5.0,Bahut acha bahut Mulayam
5.0,It's very comfortable and worth
5.0,Transparent color. It's not black color
5.0,Only kurti not give palzo please deliver palzo
5.0,Everything is good but length is Short
5.0,Quality drees Very nice
5.0,I really like the softness of fabric.
5.0,Best of worth value for money
5.0,Nice product worth it. Go on
5.0,Nice thanks for meeshho
5.0,Product quality is very nice
5.0,This is very good clothes
5.0,Bohot Achha hai buy Karlo guys
5.0,Very good product I like it
5.0,Nice and very comfortable
5.0,Bheri bada kie nebaku asunahanti
5.0,Very good I liked it so much❤
5.0,Always good experience with meesho
5.0,The product is very good❤️❤️❤️❤️❤️❤️❤️❤️
5.0,"Kurti is very comfortable , beautiful"
5.0,Wow am satisfied ☺️ very good cloth
5.0,Thank you my dear friends 8712273110
5.0,Material is soo comfortable l like it
5.0,Product bohot aacha aaya
5.0,K but some cloth is light
5.0,Super frds cloth quality chala bagudhi
5.0,Nice and good product🥰worth it
5.0,Thanx meesho perfect product
5.0,Boht achha hai tx meesho
5.0,Aacha nahi hai Cultivated
5.0,Good febric awesome 👍🏻 product 😍🥰🥰
5.0,Super product tq meesho
5.0,nice kurti but fabric is crepe.
5.0,Extremely good materials
5.0,Bohot aacha hai tk messho
5.0,Bahut Accha oder aaya hai
5.0,Nice product🥰 thanks meesho😊
5.0,Very good product hai ye
5.0,It's a very good item!!! I like it
5.0,Very good 😍i really like this dress
5.0,Nice colour and nice febric
5.0,Very good..... But size is not fit
5.0,Nallarunthuchu fabric super
5.0,Beautiful kurti just love it
5.0,I received nice product
5.0,Hello Indore phone karo na
5.0,Bahut badiya kurti aai ha
5.0,Bahut hi achha he buy kar sakte he ❤️❤️
5.0,Very Good I really liked this product 😃😻
5.0,Super product good quality
5.0,Thank u for beautiful kurta
5.0,The product is just awesome 👍🏻❤️‍🩹
5.0,I really liked this service.
5.0,Thank you bahut acha hai kurti 👍
5.0,Bhut hi acha product h I'm so happy thankyou 😀
5.0,Product is ok but lenght too short
5.0,Kurti mast hai thank you meesho
5.0,Very good product... I liked it
5.0,Theek h bs neck thoda chota h
5.0,Very good 👍👍 bhut acha he xl size he
5.0,Very nice and beautiful kurti
5.0,Good Fabric At Quite An Affordable Price….
5.0,Good one accord to the price
5.0,Very good product in reasonable price
5.0,pura Drishya Kyon Nahin Aaya
5.0,Top is perfect belive me guys go for it ❤️
5.0,Jasa oder kra tha base bhi aaya h thanku messho ❤❤
5.0,thank you me so bahut Achcha Kapda Hai kurti ka
5.0,Paisa Mil Gaya abhi Kyon Nahin Aaya
5.0,Super quality colour Good 👍
5.0,Very beautiful l am so happy
5.0,Good quality and product for this price
5.0,Very good product thanks mesho
5.0,Cloth and color is really good
5.0,Thanks for meesho nice cloth nice product 🥰
5.0,Bada badhiya Laga Humko
5.0,"Quality is soo good ,but it get small when washed"
5.0,Very good product i am so happy 😊
5.0,cashback Nahin mil raha hai
5.0,All are good but size thoda Chhota agaya
5.0,Excellent product and nice fitting
5.0,Good colure I really like it
5.0,Super quality thankyou meesho😍
5.0,Jesa dikhaya gaya hai besa hai
5.0,Nice very help full and genuine
5.0,Wow super dress in low price thank you meesho
5.0,Chaliye koi baat nahin jo hai Achcha hai
5.0,Nice product Faithful service
5.0,Very very good 👍👍 nice good or good 😊😊😊😊
5.0,Thankyou very nice look at this time 2 the
5.0,Very Good mony voly thanks messo
5.0,Kurta is very very nice and awesome.
5.0,Bahut achha but size problem
5.0,Good but fabric little bad.
